Zipcode,Population,Household Income,Median Age,Median Male Age,Median Female Age,Per Capita Income
01105,11957.0,19921.0,31.1,29.1,33.3,13698.0
01106,16022.0,111545.0,45.6,44.6,46.9,55368.0
01107,11582.0,27131.0,27.0,23.7,30.0,14816.0
01108,27850.0,40915.0,32.8,31.0,33.9,20693.0
01109,29903.0,34329.0,28.5,25.0,31.6,15676.0
01118,14980.0,61786.0,36.9,33.8,40.5,30775.0
01119,13626.0,44091.0,35.2,33.1,37.6,23094.0
01128,2672.0,61875.0,49.0,51.6,46.5,35170.0
01129,6762.0,61645.0,42.4,40.5,43.7,30704.0
01151,8807.0,41002.0,32.7,30.2,33.9,19779.0
01199,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
01201,44607.0,49385.0,44.1,41.9,45.7,30842.0
01220,8209.0,49301.0,45.8,43.1,47.3,30236.0
01222,810.0,69432.0,46.3,37.8,55.5,31715.0
01223,2402.0,75852.0,52.2,52.7,51.6,40909.0
01224,210.0,37576.0,49.9,54.6,49.6,20493.0
01225,3135.0,68264.0,50.9,51.1,50.4,35138.0
01226,6782.0,59875.0,48.9,48.0,50.7,38626.0
01229,70.0,-666666666.0,67.4,67.9,63.6,20554.0
01230,8542.0,67674.0,49.9,47.9,51.1,36918.0
01235,2640.0,66581.0,51.2,49.9,51.5,37383.0
01236,1140.0,65833.0,58.8,54.0,62.1,42085.0
01237,2580.0,78194.0,50.4,49.8,51.3,35028.0
01238,5903.0,72744.0,46.3,41.8,49.5,35471.0
01240,4441.0,72766.0,56.3,51.8,60.7,51233.0
01242,471.0,85789.0,35.6,50.0,30.7,30883.0
01243,257.0,69167.0,60.2,62.5,56.0,53718.0
01244,74.0,55417.0,62.1,43.5,65.3,35831.0
01245,809.0,75167.0,57.4,58.4,57.0,57522.0
01247,15573.0,41807.0,44.0,42.3,45.3,25850.0
01253,672.0,77375.0,59.8,59.4,60.9,49644.0
01254,1014.0,85313.0,58.8,59.9,58.0,66893.0
01255,972.0,69135.0,48.5,46.6,49.9,36314.0
01256,719.0,60197.0,49.2,49.0,49.3,32142.0
01257,2003.0,94625.0,54.6,55.4,53.6,53890.0
01258,489.0,67500.0,52.0,51.9,54.3,40856.0
01259,528.0,60625.0,60.4,58.9,60.8,60222.0
01260,481.0,115208.0,44.3,45.4,32.7,30861.0
01262,1066.0,31144.0,57.7,58.5,56.3,38441.0
01264,196.0,66875.0,59.3,65.1,53.5,47234.0
01266,1369.0,71989.0,55.2,55.6,54.8,43944.0
01267,7955.0,82863.0,32.7,26.2,33.5,34865.0
01270,770.0,83333.0,51.4,53.1,49.3,48451.0
01301,17713.0,49312.0,43.6,41.7,45.2,30160.0
01330,1367.0,71346.0,51.0,50.3,52.4,42015.0
01331,13383.0,57164.0,44.5,46.1,43.7,27847.0
01337,2498.0,67470.0,50.6,49.6,52.3,36024.0
01338,127.0,60625.0,56.3,62.2,41.4,25494.0
01339,1428.0,61500.0,51.5,48.2,52.7,31493.0
01340,1808.0,55980.0,53.2,50.9,53.8,30308.0
01341,1836.0,100417.0,51.6,51.8,51.6,51754.0
01342,1439.0,77202.0,41.0,31.3,49.1,34530.0
01343,45.0,76250.0,61.3,61.3,60.5,36273.0
01344,1459.0,61359.0,44.9,44.8,45.3,29002.0
01346,427.0,63036.0,49.7,49.4,50.1,32336.0
01347,175.0,54250.0,30.0,50.8,27.7,31898.0
01349,1292.0,64219.0,37.5,34.8,39.1,27235.0
01350,91.0,26458.0,40.8,54.3,39.5,23018.0
01351,2099.0,78849.0,46.9,46.9,46.8,40029.0
01354,1608.0,67083.0,46.3,43.0,48.2,39175.0
01355,949.0,68250.0,52.6,50.7,54.9,36064.0
01360,2997.0,72083.0,47.9,44.6,49.7,37542.0
01364,7785.0,46405.0,46.2,43.1,47.2,26454.0
01366,1269.0,68405.0,50.2,52.5,48.3,35561.0
01367,595.0,54500.0,47.8,49.6,43.5,26574.0
01368,1170.0,72083.0,51.9,53.5,51.2,35724.0
01370,4041.0,57083.0,51.8,48.5,54.4,38985.0
01373,4634.0,73639.0,49.4,48.3,49.7,43746.0
01375,3659.0,61102.0,33.1,27.9,35.1,37502.0
01376,5123.0,41496.0,44.9,44.7,45.0,27775.0
01378,773.0,56250.0,55.1,54.8,55.2,30362.0
01379,830.0,44531.0,51.8,50.3,52.6,32988.0
01420,40737.0,55277.0,35.7,35.2,37.0,26190.0
01430,6253.0,97561.0,39.5,37.9,40.9,37771.0
01431,3215.0,101357.0,46.9,45.4,47.7,37829.0
01432,7762.0,91156.0,39.3,38.7,39.7,46314.0
01434,1875.0,66477.0,43.3,45.1,34.5,19659.0
01436,3392.0,58458.0,39.2,38.9,42.3,31615.0
01438,711.0,117917.0,37.0,30.7,38.5,31356.0
01440,20555.0,50239.0,40.9,40.6,41.6,27491.0
01450,11301.0,126883.0,45.2,45.6,43.8,54498.0
01451,4625.0,155515.0,46.2,46.5,46.1,68615.0
01452,4642.0,95530.0,46.9,46.6,47.1,39958.0
01453,41579.0,58205.0,40.3,39.8,40.8,32012.0
01460,9935.0,120638.0,43.7,40.1,45.8,52392.0
01462,11271.0,101510.0,45.0,45.2,44.5,43112.0
01463,12083.0,96750.0,42.8,41.3,44.7,43882.0
01464,7598.0,70542.0,45.2,42.2,49.3,32353.0
01467,363.0,96806.0,51.7,60.3,39.6,51738.0
01468,4024.0,70438.0,44.6,44.6,43.9,39850.0
01469,7632.0,83602.0,38.0,37.4,38.6,37414.0
01473,7665.0,98714.0,44.9,42.8,46.0,42700.0
01474,1823.0,96750.0,48.9,50.2,46.9,52482.0
01475,10798.0,71895.0,38.4,35.4,42.2,31098.0
01501,16549.0,83441.0,46.0,45.3,47.3,41138.0
01503,3144.0,104063.0,47.9,44.2,50.2,48666.0
01504,9246.0,86513.0,41.4,40.6,42.4,37798.0
01505,4581.0,98520.0,44.5,42.3,46.3,46857.0
01506,3431.0,68125.0,44.0,41.0,45.5,39360.0
01507,13482.0,97805.0,42.5,43.7,41.4,41064.0
01510,13899.0,66094.0,38.6,37.3,40.0,34020.0
01515,2159.0,84444.0,42.1,39.5,42.5,34737.0
01516,8794.0,95567.0,42.3,41.5,42.6,37792.0
01518,3919.0,64732.0,38.2,38.4,38.1,37429.0
01519,6741.0,106644.0,43.5,43.8,43.2,47808.0
01520,15645.0,105772.0,42.5,40.2,45.0,45766.0
01521,2539.0,81680.0,45.0,43.6,45.8,36563.0
01522,3176.0,101089.0,40.7,37.2,41.9,47005.0
01523,7749.0,103857.0,39.5,34.9,47.0,35596.0
01524,6902.0,71645.0,44.0,43.0,45.2,34491.0
01525,400.0,40888.0,27.6,27.9,24.6,21424.0
01527,13630.0,81804.0,43.0,41.4,44.2,41066.0
01529,3242.0,78704.0,41.8,38.6,44.0,38029.0
01531,1298.0,89167.0,47.1,49.0,45.5,38908.0
01532,14985.0,113608.0,43.7,43.4,43.9,56781.0
01534,6311.0,92181.0,43.9,44.2,43.6,43207.0
01535,4764.0,73599.0,43.3,45.5,38.8,33347.0
01536,7786.0,108175.0,38.7,37.4,39.8,47821.0
01537,2289.0,76389.0,37.6,32.7,39.5,33483.0
01540,11484.0,68750.0,40.0,40.8,39.6,32791.0
01541,3443.0,134191.0,47.9,46.5,50.1,61008.0
01542,2314.0,107806.0,42.2,40.4,43.8,39537.0
01543,8586.0,104050.0,38.7,36.8,43.4,39299.0
01545,36666.0,106108.0,42.0,39.7,44.0,47333.0
01550,16894.0,50787.0,40.1,39.2,40.6,26662.0
01560,4401.0,79583.0,40.1,37.3,41.5,44313.0
01561,294.0,-666666666.0,59.7,67.2,59.5,34694.0
01562,11913.0,71830.0,45.2,43.4,46.9,33055.0
01564,8052.0,107348.0,47.0,45.1,48.0,48371.0
01566,5618.0,100600.0,43.9,45.8,42.5,48136.0
01568,7762.0,123942.0,41.0,40.2,41.7,50072.0
01569,13939.0,101266.0,41.4,39.2,43.7,38532.0
01570,16971.0,57924.0,41.4,41.2,41.5,30919.0
01571,11682.0,67117.0,37.8,34.2,39.9,30831.0
01581,18982.0,108767.0,39.0,37.4,40.5,50853.0
01583,7676.0,79375.0,39.6,37.0,48.7,30559.0
01585,4574.0,68578.0,48.4,45.8,49.3,36273.0
01588,9775.0,75495.0,37.9,36.9,39.1,34008.0
01590,9385.0,102439.0,44.8,42.9,45.6,46409.0
01602,23854.0,61710.0,39.9,37.7,42.8,34241.0
01603,19336.0,38701.0,36.4,35.0,37.1,23165.0
01604,37468.0,53270.0,34.3,33.7,35.1,28104.0
01605,28820.0,37857.0,32.1,31.0,33.2,21630.0
01606,19729.0,66130.0,41.8,40.4,42.9,34799.0
01607,8583.0,46974.0,37.6,35.2,39.6,25738.0
01608,3639.0,24181.0,27.9,28.5,26.9,16892.0
01609,21142.0,44943.0,33.5,30.9,36.8,31983.0
01610,23040.0,34005.0,28.0,27.9,28.2,17590.0
01611,2241.0,92898.0,38.6,36.5,40.6,37807.0
01612,4870.0,99875.0,40.6,34.8,44.5,43782.0
01701,32570.0,111169.0,46.2,45.6,46.9,53652.0
01702,39149.0,57186.0,35.2,34.5,36.2,30787.0
01718,813.0,164402.0,40.2,41.4,39.5,50641.0
01719,5794.0,108207.0,42.7,41.3,43.7,55571.0
01720,22684.0,137147.0,44.0,43.1,45.2,62794.0
01721,17576.0,121406.0,41.4,39.3,42.6,52652.0
01730,14053.0,129726.0,42.7,43.2,42.2,61653.0
01731,2061.0,97305.0,24.1,19.9,25.8,28812.0
01740,5236.0,155093.0,43.2,41.1,45.3,56557.0
01741,5186.0,171625.0,48.3,47.8,48.7,85227.0
01742,19350.0,141068.0,46.3,44.1,48.4,69472.0
01745,588.0,125139.0,34.6,36.0,31.1,44785.0
01746,14634.0,125625.0,42.3,42.6,41.9,57253.0
01747,5951.0,107550.0,44.6,44.0,45.4,42756.0
01748,17178.0,166156.0,41.6,41.4,41.8,66704.0
01749,19868.0,87806.0,44.0,41.2,45.9,41888.0
01752,39776.0,79228.0,40.2,39.7,40.8,40677.0
01754,10600.0,101324.0,44.4,43.5,45.5,49298.0
01756,6068.0,132063.0,45.0,47.2,43.3,54512.0
01757,28862.0,82260.0,39.8,38.9,41.3,37623.0
01760,35763.0,109490.0,40.3,38.0,42.5,57945.0
01770,4301.0,180769.0,45.7,47.8,44.8,79952.0
01772,9486.0,147444.0,43.5,43.1,43.9,66904.0
01773,4775.0,137222.0,55.3,56.1,54.1,90195.0
01775,7098.0,145967.0,42.8,42.7,43.0,60306.0
01776,18940.0,176570.0,44.5,44.2,44.6,75699.0
01778,13970.0,174107.0,43.7,41.5,45.2,80323.0
01801,40350.0,88671.0,40.5,39.3,42.4,41720.0
01803,27059.0,105443.0,41.7,40.3,42.6,48663.0
01810,35609.0,148125.0,42.0,41.9,42.3,66268.0
01821,33016.0,103728.0,40.6,39.0,41.8,41656.0
01824,25955.0,119387.0,44.6,41.9,46.1,51927.0
01826,31101.0,88440.0,39.3,37.8,40.5,37188.0
01827,3345.0,131250.0,45.5,44.8,45.8,54832.0
01830,26695.0,62194.0,37.7,36.3,38.8,31572.0
01832,23419.0,66106.0,36.6,36.0,37.4,32485.0
01833,8649.0,128885.0,43.7,41.7,46.1,52277.0
01834,6749.0,97109.0,45.5,42.3,47.1,40346.0
01835,13166.0,75115.0,38.2,37.8,38.9,36886.0
01840,5560.0,22092.0,33.3,33.2,33.5,18315.0
01841,48827.0,40230.0,31.1,29.0,33.4,17408.0
01843,25454.0,49443.0,31.5,30.7,32.7,22281.0
01844,50019.0,74912.0,39.7,38.2,41.2,34390.0
01845,30589.0,109371.0,40.1,36.5,43.3,54587.0
01850,16267.0,48331.0,30.2,28.6,31.9,21355.0
01851,30574.0,57029.0,34.1,33.4,35.1,25587.0
01852,34939.0,54377.0,36.6,35.6,37.5,29089.0
01854,29561.0,42293.0,29.6,26.8,31.9,21273.0
01860,6839.0,83508.0,47.5,48.5,46.8,44838.0
01862,10223.0,97234.0,43.7,40.9,44.7,36545.0
01863,9131.0,88542.0,44.6,42.4,46.8,47154.0
01864,15642.0,126818.0,43.4,42.2,45.2,53748.0
01867,25048.0,112836.0,42.9,40.4,45.9,50776.0
01876,30807.0,97853.0,44.4,41.6,46.3,43480.0
01879,12345.0,109485.0,41.0,40.5,42.3,46319.0
01880,26648.0,95954.0,44.9,43.5,45.8,47970.0
01886,24194.0,141173.0,43.1,43.7,41.9,53692.0
01887,23658.0,122813.0,41.4,40.2,42.8,47330.0
01890,22677.0,159536.0,42.8,40.8,44.6,77433.0
01901,1759.0,22788.0,39.4,37.5,41.6,18532.0
01902,49172.0,43956.0,33.0,31.6,34.0,23167.0
01904,17142.0,85309.0,38.2,37.2,39.2,35302.0
01905,25465.0,60417.0,33.9,31.4,36.5,25769.0
01906,28165.0,80253.0,46.4,43.4,48.5,37950.0
01907,14950.0,113078.0,44.7,44.4,44.9,57652.0
01908,3495.0,90741.0,53.2,51.5,54.0,59385.0
01913,17378.0,80721.0,43.6,39.7,45.7,40713.0
01915,41731.0,79483.0,42.0,41.9,42.1,45358.0
01921,8270.0,174340.0,46.7,47.5,45.4,72832.0
01922,3276.0,90489.0,46.2,44.0,46.9,48117.0
01923,27457.0,84842.0,44.9,43.0,46.8,41545.0
01929,3713.0,113469.0,46.7,47.6,44.8,52604.0
01930,30049.0,65377.0,50.1,48.1,51.4,41201.0
01937,174.0,-666666666.0,43.5,36.0,46.4,12007.0
01938,13901.0,90557.0,48.7,46.9,49.8,48927.0
01940,13484.0,119876.0,43.2,43.6,42.6,59658.0
01944,5370.0,124025.0,49.9,48.6,50.5,70012.0
01945,20488.0,115511.0,47.9,46.8,48.8,69202.0
01949,9779.0,102604.0,42.0,38.8,44.9,45456.0
01950,17990.0,103220.0,49.0,45.9,50.6,61503.0
01951,3755.0,97083.0,51.6,51.3,52.1,59562.0
01952,9227.0,78355.0,46.1,44.4,48.1,39622.0
01960,52564.0,68214.0,45.6,43.2,47.4,37306.0
01966,7212.0,81681.0,54.4,52.3,55.3,47105.0
01969,6298.0,114063.0,44.8,44.3,45.1,58904.0
01970,43155.0,65495.0,36.2,35.2,37.4,36176.0
01982,8020.0,133333.0,40.5,36.6,44.7,49763.0
01983,6551.0,136812.0,44.8,43.9,45.8,50449.0
01984,5208.0,109712.0,25.7,33.1,23.4,48324.0
01985,4581.0,138403.0,46.7,44.6,48.7,59600.0
02019,17016.0,99569.0,41.3,39.2,43.2,47005.0
02021,23134.0,105371.0,42.0,40.8,42.8,53620.0
02025,8449.0,132204.0,44.3,43.0,44.5,76882.0
02026,25360.0,96868.0,43.5,39.3,47.0,51354.0
02030,5987.0,224784.0,44.9,42.7,46.8,115686.0
02032,4455.0,130109.0,40.5,40.5,40.5,58558.0
02035,17535.0,98374.0,42.4,42.2,42.7,48318.0
02038,33022.0,115355.0,40.7,40.5,40.9,50626.0
02043,23298.0,133596.0,45.7,43.4,47.6,73963.0
02045,10424.0,85573.0,52.9,50.1,54.2,52000.0
02047,92.0,-666666666.0,48.6,65.7,45.5,30982.0
02048,23761.0,114720.0,39.4,38.9,40.0,48743.0
02050,26152.0,95168.0,44.9,45.1,44.5,43855.0
02052,12748.0,155039.0,41.8,41.3,42.4,67029.0
02053,13244.0,119450.0,42.6,41.4,43.4,53330.0
02054,8202.0,106336.0,45.1,44.0,45.2,47497.0
02056,11317.0,146607.0,43.0,42.0,44.5,47853.0
02061,10987.0,151306.0,42.4,42.0,42.7,61522.0
02062,29201.0,90511.0,40.6,38.5,42.0,45020.0
02066,18101.0,121231.0,47.8,47.4,48.3,60371.0
02067,18377.0,138650.0,42.9,43.1,42.9,66261.0
02071,1696.0,109963.0,39.8,39.4,45.4,24449.0
02072,28534.0,79421.0,43.9,40.5,46.6,37006.0
02081,19378.0,109893.0,43.0,39.6,45.8,51652.0
02090,15880.0,155887.0,44.9,44.7,45.1,71327.0
02093,11734.0,113017.0,42.6,41.0,43.9,50810.0
02108,4082.0,136667.0,35.1,37.2,33.6,99533.0
